"date","AAPL.Close","F.Close"
"2016-09-08",105.519997,12.73
"2016-09-09",103.129997,12.38
"2016-09-12",105.440002,12.7
"2016-09-13",107.949997,12.38
"2016-09-14",111.769997,12.14
"2016-09-15",115.57,12.11
"2016-09-16",114.919998,12.11
"2016-09-19",113.580002,12.11
"2016-09-20",113.57,12
"2016-09-21",113.550003,12.09
"2016-09-22",114.620003,12.18
"2016-09-23",112.709999,12.17
"2016-09-26",112.879997,12.01
"2016-09-27",113.089996,11.98
"2016-09-28",113.949997,12.09
"2016-09-29",112.18,11.97
"2016-09-30",113.050003,12.07
"2016-10-03",112.519997,12.1
"2016-10-04",113,12.2
"2016-10-05",113.050003,12.48
"2016-10-06",113.889999,12.39
"2016-10-07",114.059998,12.29
"2016-10-10",116.050003,12.12
"2016-10-11",116.300003,11.99
"2016-10-12",117.339996,11.96
"2016-10-13",116.980003,11.91
"2016-10-14",117.629997,11.91
"2016-10-17",117.550003,11.88
"2016-10-18",117.470001,11.89
"2016-10-19",117.120003,12.01
"2016-10-20",117.059998,11.97
"2016-10-21",116.599998,12.02
"2016-10-24",117.650002,12.19
"2016-10-25",118.25,11.85
"2016-10-26",115.589996,11.88
"2016-10-27",114.480003,11.74
"2016-10-28",113.720001,11.72
"2016-10-31",113.540001,11.74
"2016-11-01",111.489998,11.61
"2016-11-02",111.589996,11.4
"2016-11-03",109.830002,11.35
"2016-11-04",108.839996,11.34
"2016-11-07",110.410004,11.58
"2016-11-08",111.059998,11.48
"2016-11-09",110.879997,11.58
"2016-11-10",107.790001,11.94
"2016-11-11",108.43,12.28
"2016-11-14",105.709999,12.06
"2016-11-15",107.110001,12.04
"2016-11-16",109.989998,12
"2016-11-17",109.949997,11.87
"2016-11-18",110.059998,11.76
"2016-11-21",111.730003,11.79
"2016-11-22",111.800003,11.89
"2016-11-23",111.230003,11.9
"2016-11-25",111.790001,12.04
"2016-11-28",111.57,11.92
"2016-11-29",111.459999,11.92
"2016-11-30",110.519997,11.96
"2016-12-01",109.489998,12.43
"2016-12-02",109.900002,12.24
"2016-12-05",109.110001,12.44
"2016-12-06",109.949997,12.56
"2016-12-07",111.029999,13.06
"2016-12-08",112.120003,13.03
"2016-12-09",113.949997,13.17
"2016-12-12",113.300003,12.82
"2016-12-13",115.190002,12.77
"2016-12-14",115.190002,12.53
"2016-12-15",115.82,12.58
"2016-12-16",115.970001,12.63
"2016-12-19",116.639999,12.66
"2016-12-20",116.949997,12.78
"2016-12-21",117.059998,12.64
"2016-12-22",116.290001,12.4
"2016-12-23",116.519997,12.46
"2016-12-27",117.260002,12.39
"2016-12-28",116.760002,12.25
"2016-12-29",116.730003,12.23
"2016-12-30",115.82,12.13
"2017-01-03",116.150002,12.59
"2017-01-04",116.019997,13.17
"2017-01-05",116.610001,12.77
"2017-01-06",117.910004,12.76
"2017-01-09",118.989998,12.63
"2017-01-10",119.110001,12.85
"2017-01-11",119.75,12.67
"2017-01-12",119.25,12.59
"2017-01-13",119.040001,12.63
"2017-01-17",120,12.61
"2017-01-18",119.989998,12.41
"2017-01-19",119.779999,12.43
"2017-01-20",120,12.36
"2017-01-23",120.080002,12.31
"2017-01-24",119.970001,12.61
"2017-01-25",121.879997,12.79
"2017-01-26",121.940002,12.37
"2017-01-27",121.949997,12.49
"2017-01-30",121.629997,12.37
"2017-01-31",121.349998,12.36
"2017-02-01",128.75,12.32
"2017-02-02",128.529999,12.28
"2017-02-03",129.080002,12.56
"2017-02-06",130.289993,12.52
"2017-02-07",131.529999,12.34
"2017-02-08",132.039993,12.38
"2017-02-09",132.419998,12.38
"2017-02-10",132.119995,12.51
"2017-02-13",133.289993,12.56
"2017-02-14",135.020004,12.65
"2017-02-15",135.509995,12.63
"2017-02-16",135.350006,12.54
"2017-02-17",135.720001,12.58
"2017-02-21",136.699997,12.69
"2017-02-22",137.110001,12.67
"2017-02-23",136.529999,12.56
"2017-02-24",136.660004,12.47
"2017-02-27",136.929993,12.66
"2017-02-28",136.990005,12.53
"2017-03-01",139.789993,12.69
"2017-03-02",138.960007,12.66
"2017-03-03",139.779999,12.65
"2017-03-06",139.339996,12.52
"2017-03-07",139.520004,12.46
"2017-03-08",139,12.53
"2017-03-09",138.679993,12.5
"2017-03-10",139.139999,12.53
"2017-03-13",139.199997,12.54
"2017-03-14",138.990005,12.55
"2017-03-15",140.460007,12.65
"2017-03-16",140.690002,12.7
"2017-03-17",139.990005,12.48
"2017-03-20",141.460007,12.28
"2017-03-21",139.839996,11.72
"2017-03-22",141.419998,11.77
"2017-03-23",140.919998,11.67
"2017-03-24",140.639999,11.62
"2017-03-27",140.880005,11.46
"2017-03-28",143.800003,11.65
"2017-03-29",144.119995,11.68
"2017-03-30",143.929993,11.68
"2017-03-31",143.660004,11.64
"2017-04-03",143.699997,11.44
"2017-04-04",144.770004,11.37
"2017-04-05",144.020004,11.26
"2017-04-06",143.660004,11.27
"2017-04-07",143.339996,11.23
"2017-04-10",143.169998,11.25
"2017-04-11",141.630005,11.28
"2017-04-12",141.800003,11.23
"2017-04-13",141.050003,11.11
"2017-04-17",141.830002,11.28
"2017-04-18",141.199997,11.14
"2017-04-19",140.679993,11.19
"2017-04-20",142.440002,11.47
"2017-04-21",142.270004,11.34
"2017-04-24",143.639999,11.43
"2017-04-25",144.529999,11.48
"2017-04-26",143.679993,11.6
"2017-04-27",143.789993,11.47
"2017-04-28",143.649994,11.47
"2017-05-01",146.580002,11.42
"2017-05-02",147.509995,10.92
"2017-05-03",147.059998,11.07
"2017-05-04",146.529999,11
"2017-05-05",148.960007,11.14
"2017-05-08",153.009995,11.13
"2017-05-09",153.990005,11.16
"2017-05-10",153.259995,11.04
"2017-05-11",153.949997,11.01
"2017-05-12",156.100006,10.92
"2017-05-15",155.699997,10.94
"2017-05-16",155.470001,10.94
"2017-05-17",150.25,10.76
"2017-05-18",152.539993,10.79
"2017-05-19",153.059998,10.87
"2017-05-22",153.990005,11.1
"2017-05-23",153.800003,11.05
"2017-05-24",153.339996,10.96
"2017-05-25",153.869995,10.86
"2017-05-26",153.610001,10.93
"2017-05-30",153.669998,11.08
"2017-05-31",152.759995,11.12
"2017-06-01",153.179993,11.41
"2017-06-02",155.449997,11.35
"2017-06-05",153.929993,11.25
"2017-06-06",154.449997,11.12
"2017-06-07",155.369995,11.07
"2017-06-08",154.990005,11.1
"2017-06-09",148.979996,11.13
"2017-06-12",145.419998,11.28
"2017-06-13",146.589996,11.27
"2017-06-14",145.160004,11.22
"2017-06-15",144.289993,11.24
"2017-06-16",142.270004,11.22
"2017-06-19",146.339996,11.24
"2017-06-20",145.009995,11.12
"2017-06-21",145.869995,11.04
"2017-06-22",145.630005,11.13
"2017-06-23",146.279999,11.04
"2017-06-26",145.820007,11.18
"2017-06-27",143.729996,11.08
"2017-06-28",145.830002,11.09
"2017-06-29",143.679993,11.17
"2017-06-30",144.020004,11.19
"2017-07-03",143.5,11.56
"2017-07-05",144.089996,11.3
"2017-07-06",142.729996,11.18
"2017-07-07",144.179993,11.26
"2017-07-10",145.059998,11.34
"2017-07-11",145.529999,11.38
"2017-07-12",145.740005,11.47
"2017-07-13",147.770004,11.6
"2017-07-14",149.039993,11.68
"2017-07-17",149.559998,11.74
"2017-07-18",150.080002,11.75
"2017-07-19",151.020004,11.83
"2017-07-20",150.339996,11.7
"2017-07-21",150.270004,11.53
"2017-07-24",152.089996,11.29
"2017-07-25",152.740005,11.27
"2017-07-26",153.460007,11.06
"2017-07-27",150.559998,11.18
"2017-07-28",149.5,11.17
"2017-07-31",148.729996,11.22
"2017-08-01",150.050003,10.95
"2017-08-02",157.139999,11
"2017-08-03",155.570007,10.93
"2017-08-04",156.389999,10.95
"2017-08-07",158.809998,10.92
"2017-08-08",160.080002,10.89
"2017-08-09",161.059998,10.92
"2017-08-10",155.320007,10.77
"2017-08-11",157.479996,10.77
"2017-08-14",159.850006,10.91
"2017-08-15",161.600006,10.84
"2017-08-16",160.949997,10.8
"2017-08-17",157.860001,10.64
"2017-08-18",157.5,10.56
"2017-08-21",157.210007,10.57
"2017-08-22",159.779999,10.65
"2017-08-23",159.979996,10.71
"2017-08-24",159.270004,10.71
"2017-08-25",159.860001,10.82
"2017-08-28",161.470001,10.79
"2017-08-29",162.910004,10.84
"2017-08-30",163.350006,10.94
"2017-08-31",164,11.03
"2017-09-01",164.050003,11.35
"2017-09-05",162.080002,11.36
"2017-09-06",161.910004,11.5
"2017-09-07",161.259995,11.4
"2017-09-08",158.630005,11.36
"2017-09-11",161.5,11.41
"2017-09-12",160.860001,11.59
"2017-09-13",159.649994,11.62
"2017-09-14",158.279999,11.56
"2017-09-15",159.880005,11.62
"2017-09-18",158.669998,11.63
"2017-09-19",158.729996,11.72
"2017-09-20",156.070007,11.71
"2017-09-21",153.389999,11.72
"2017-09-22",151.889999,11.84
"2017-09-25",150.550003,11.94
"2017-09-26",153.139999,11.93
"2017-09-27",154.229996,11.95
"2017-09-28",153.279999,11.96
"2017-09-29",154.119995,11.97
"2017-10-02",153.809998,12.09
"2017-10-03",154.479996,12.34
"2017-10-04",153.479996,12.3
"2017-10-05",155.389999,12.25
"2017-10-06",155.300003,12.31
"2017-10-09",155.839996,12.34
"2017-10-10",155.899994,12.39
"2017-10-11",156.550003,12.38
"2017-10-12",156,12.12
"2017-10-13",156.990005,12.05
"2017-10-16",159.880005,12.12
"2017-10-17",160.470001,12.27
"2017-10-18",159.759995,12.19
"2017-10-19",155.979996,12.23
"2017-10-20",156.25,12.1
"2017-10-23",156.169998,12.04
"2017-10-24",157.100006,12.19
"2017-10-25",156.410004,12.04
"2017-10-26",157.410004,12.27
"2017-10-27",163.050003,12.06
"2017-10-30",166.720001,12.1
"2017-10-31",169.039993,12.27
"2017-11-01",166.889999,12.35
"2017-11-02",168.110001,12.42
"2017-11-03",172.5,12.36
"2017-11-06",174.25,12.33
"2017-11-07",174.809998,12.16
"2017-11-08",176.240005,12.06
"2017-11-09",175.880005,12.04
"2017-11-10",174.669998,12.01
"2017-11-13",173.970001,12.16
"2017-11-14",171.339996,12.02
"2017-11-15",169.080002,12
"2017-11-16",171.100006,12.04
"2017-11-17",170.149994,12.01
"2017-11-20",169.979996,12.13
"2017-11-21",173.139999,12.12
"2017-11-22",174.960007,12.07
"2017-11-24",174.970001,12.1
"2017-11-27",174.089996,12.11
"2017-11-28",173.070007,12.21
"2017-11-29",169.479996,12.56
"2017-11-30",171.850006,12.52
"2017-12-01",171.050003,12.58
"2017-12-04",169.800003,12.63
"2017-12-05",169.639999,12.43
"2017-12-06",169.009995,12.38
"2017-12-07",169.320007,12.53
"2017-12-08",169.369995,12.61
"2017-12-11",172.669998,12.58
"2017-12-12",171.699997,12.6
"2017-12-13",172.270004,12.63
"2017-12-14",172.220001,12.46
"2017-12-15",173.970001,12.58
"2017-12-18",176.419998,12.66
"2017-12-19",174.539993,12.69
"2017-12-20",174.350006,12.72
"2017-12-21",175.009995,12.63
"2017-12-22",175.009995,12.58
"2017-12-26",170.570007,12.6
"2017-12-27",170.600006,12.5
"2017-12-28",171.080002,12.58
"2017-12-29",169.229996,12.49
"2018-01-02",172.259995,12.66
"2018-01-03",172.229996,12.76
"2018-01-04",173.029999,12.98
"2018-01-05",175,13.2
"2018-01-08",174.350006,13.15
"2018-01-09",174.330002,13.08
